Gene,sgRNAs included,KBM7 CS,KBM7 adjusted p-value,K562 CS,K562 adjusted p-value,Jiyoye CS,Jiyoye adjusted p-value,Raji CS,Raji adjusted p-value
UNC45A,10,-1.161,0.0110863178,-1.263,0.1780251371,-0.633,0.1482946724,-0.377,0.6557642801
UNC45B,10,-0.396,0.8157108456,-0.283,0.9876371173,-0.496,0.6041654792,-0.527,0.6725697471
UNC50,8,-0.289,0.3575392399,-0.427,0.7910208149,-0.145,0.9703427875,-0.071,0.7834987732
UNC5A,9,-0.035,0.9224522239,-0.228,0.9712688662,0.410,0.2283818816,0.116,0.4503039946
UNC5B,9,-0.523,0.6184338065,-1.427,0.0330846804,-0.503,0.9663147867,-0.515,0.2935783099
UNC5C,8,-0.190,0.6620056189,-0.059,0.8139937368,0.141,0.5478871665,-0.419,0.4649196177
UNC5CL,8,-0.189,0.5767646943,-0.908,0.3391889615,0.088,0.5344024482,0.209,0.6958217524
UNC5D,9,-0.421,0.3519015775,-0.260,0.5577639945,-0.212,0.9349178926,0.027,0.9451365472
UNC79,9,-0.837,0.2674072689,-1.034,0.9869249766,-0.652,0.4524866428,-0.739,0.7413814729
UNC80,10,-0.434,0.3761697647,-1.065,0.620552305,-0.286,0.7017327005,-0.526,0.9477332689
UNC93A,9,0.011,0.7989929875,-0.367,0.8553428549,0.255,0.3443698622,-0.006,0.8879088716
UNCX,10,-0.429,0.4056232072,-1.036,0.7479316262,-0.076,0.9735454827,-0.276,0.9337167166
UNG,9,0.162,0.5864247827,-0.139,0.8159127168,0.195,0.6764019619,0.279,0.2142351419
UNK,10,-0.390,0.9710679628,-0.603,0.7250983276,-0.457,0.8895965887,-0.607,0.5434765214
UNKL,9,-0.452,0.8474232861,-0.339,0.7334334443,0.056,0.7599956822,-0.140,0.9411254019
UPB1,9,0.039,0.8481595671,-0.043,0.6177592192,-0.003,0.8618725325,-0.149,0.6335998051
UPF1,9,-1.873,0.0002521024,-3.186,0.0013633501,-2.702,7.40E-05,-2.750,0.0001495873
UPF2,10,-2.008,0.0051335395,-2.642,0.0073393931,-1.908,0.0047143031,-2.099,0.0061825596
UPF3A,10,-0.337,0.9378317193,-0.076,0.6989614558,-0.924,0.2952160778,-0.378,0.8984523016
UPF3B,9,-0.244,0.6068707562,-0.117,0.6458620669,0.202,0.4054895061,0.088,0.6916239021
UPK1A,10,-0.155,0.9565130114,-0.070,0.9381846176,0.045,0.6389817296,-0.121,0.5701160384
UPK1B,9,-0.347,0.7130611574,0.285,0.2039170243,0.110,0.6468323501,-0.150,0.7387048328
UPK2,10,0.062,0.3140059313,0.162,0.6393503764,-0.115,0.7949708972,-0.138,0.8420508346
UPK3A,10,0.390,0.0255668151,-0.168,0.1592102551,0.031,0.9528533888,0.029,0.7512105223
UPK3B,10,-0.296,0.9791463221,-0.866,0.778910655,-0.595,0.8173979218,-0.442,0.6352635483
UPK3BL,8,-0.261,0.6376155056,-0.517,0.8421403966,-0.298,0.6972578366,-0.481,0.6697513539
UPP1,9,-0.004,0.7644724316,0.375,0.2457926061,0.168,0.7137590096,-0.458,0.3645798627
UPP2,10,0.216,0.1762165464,0.089,0.8412322076,0.243,0.3385927565,0.359,0.3359253717
UPRT,10,-0.064,0.7335883216,-0.041,0.7691987518,0.228,0.7437568744,0.074,0.2523360431
UQCC1,9,-0.387,0.3469208983,0.002,0.6734621597,-0.529,0.1682325057,-0.497,0.2787440963
UQCC2,7,-0.758,0.0322588024,0.069,0.513691964,-0.815,0.0629452579,-0.247,0.3022452525
UQCR10,10,-1.180,0.5683660064,-1.584,0.1399549276,-1.268,0.0185317477,-0.918,0.3845024535
UQCR11,10,0.132,0.3870001737,-0.225,0.9510106283,-0.204,0.8054449222,-0.057,0.5958775469
UQCRB,10,-0.725,0.0242981155,-0.454,0.8256416898,-0.795,0.4402957836,-0.383,0.4602170693
UQCRC1,9,-1.362,0.0026947704,-1.591,0.0159860566,-1.331,0.00245262,-0.887,0.0300379958
UQCRC2,9,-1.889,0.0026582984,-2.680,0.0026425395,-1.686,0.0019158283,-0.717,0.1395714594
UQCRFS1,9,-1.234,0.0041972383,-1.436,0.2264718686,-1.661,0.0027772052,-1.071,0.013220445
UQCRH,10,-1.167,0.0052067542,-1.293,0.0102184243,-1.397,0.0068291257,-1.275,0.0386472253
UQCRQ,9,-0.913,0.0525106119,-0.452,0.8553013596,-0.563,0.1352986687,-0.257,0.6824836599
URAD,9,0.583,0.0210081798,0.507,0.0256386803,-0.063,0.970133471,0.101,0.4405408087
URB1,9,-1.309,0.0805642499,-1.974,0.029035922,-1.919,0.0012617599,-0.926,0.1914070013
URB2,10,-2.147,5.31E-05,-2.639,0.0010749731,-2.263,0.0005162475,-1.949,0.0009523644
URGCP,9,-0.043,0.7930528663,-0.075,0.9314828084,-0.218,0.8457230213,-0.203,0.304079313
URI1,10,-0.804,0.6524953441,-0.430,0.9615802469,-0.451,0.8928739339,-1.034,0.0507997424
URM1,10,-1.299,0.1734215252,-1.641,0.0123308945,-0.916,0.4018733338,-0.380,0.7754274829
UROC1,10,-0.173,0.4965743969,-0.343,0.5895562057,0.129,0.8469091725,-0.093,0.8207846011
UROD,9,-2.068,0.0001364593,-0.386,0.5515526928,-1.877,3.67E-05,-2.763,3.70E-05
UROS,10,-0.084,0.8986812124,0.307,0.1355648595,-0.004,0.8875300272,-0.095,0.9064132076
USB1,9,0.163,0.6986642383,-0.101,0.9990953211,-0.087,0.8128311162,-0.083,0.9967525714
USE1,9,-0.770,0.207003696,-0.200,0.9026026952,-0.266,0.8490589734,-0.331,0.5390956849
USF1,9,-0.057,0.9345716378,-0.278,0.7609310014,-0.032,0.9406419078,-0.459,0.1172611944
USF2,10,-0.209,0.930498437,-1.119,0.0782894525,-0.115,0.9802944645,-0.686,0.142007501
USH1C,9,0.051,0.7889750985,-0.232,0.8838258344,0.137,0.7830147826,-0.027,0.9171232295
USH1G,9,-0.324,0.6986642383,-0.844,0.6302435908,-0.396,0.4775946452,-0.448,0.623433161
USH2A,9,-0.141,0.9828697087,-0.278,0.9377231721,0.285,0.5888098586,-0.027,0.9342995593
USHBP1,10,-0.654,0.3396784978,-1.486,0.1990428632,-0.762,0.2431406443,-0.718,0.305193481
USP1,8,-0.020,0.5387022863,-1.557,0.0535974736,0.036,0.7938711942,-0.418,0.1075021546
USP10,10,-1.052,0.0200557306,-2.592,0.0760260948,-0.427,0.5723020176,-0.754,0.0089224654
USP11,8,-0.100,0.9936667511,0.453,0.1895800208,0.448,0.3232082696,0.562,0.0122896857
USP12,9,-0.028,0.5906148386,-0.045,0.5622052057,-0.158,0.6072982026,-0.141,0.9185761515
USP13,10,-0.046,0.8999631391,-0.009,0.7573110832,0.260,0.152440584,0.144,0.5185401842
USP14,10,-1.469,0.037827402,-0.566,0.2167368903,-0.083,0.9260480109,0.286,0.4992716677
USP15,10,-0.663,0.3365045062,-0.857,0.9552364995,-0.292,0.6501905181,-0.053,0.3492968093
USP16,9,-0.301,0.9366736024,-0.741,0.18762934,-0.221,0.5862169592,-0.139,0.3040422982
USP17L10,10,0.257,0.0948240451,0.345,0.038228993,0.071,0.8694533304,0.129,0.6892066358
USP17L12,7,-2.020,0.1761330965,-0.236,0.8650388724,-0.424,0.909165165,-0.484,0.446058909
USP17L13,9,-0.262,0.2072567203,0.174,0.5080210851,0.238,0.7137668046,-0.010,0.8998409618
USP17L17,5,-0.283,0.739067898,0.312,0.364182454,-0.024,0.8988883504,-0.108,0.8987890154
USP17L19,4,-2.191,0.4584731018,-0.148,0.7659063074,-0.739,0.7463072979,0.023,0.8987547365
USP17L2,9,-0.720,0.7334884715,-0.080,0.7618051308,-0.310,0.8928739339,-0.085,0.9563148181
USP17L21,6,-2.387,0.0966862434,-0.476,0.7472625244,-0.519,0.7452603983,-0.648,0.2866522657
USP18,9,-0.064,0.9604730897,-0.807,0.5566501125,0.287,0.7751306879,0.139,0.4081511675
USP19,9,-0.253,0.9867465815,-0.642,0.6077900535,-0.004,0.7580069738,-0.088,0.6630214852
USP2,9,-0.117,0.8525768868,-0.582,0.9734781216,-0.166,0.9736204258,-0.384,0.9999747007
USP20,10,0.007,0.6422393423,-0.565,0.8637323379,-0.226,0.9410880659,-0.196,0.7022708
USP21,10,-0.081,0.8696414638,0.113,0.530344866,0.149,0.6204425607,0.026,0.9875364462
USP22,7,-0.890,0.1528659562,-1.258,0.0244497984,-0.530,0.213388571,0.247,0.7490321485
USP24,8,-0.323,0.6660643165,0.126,0.612430473,0.048,0.9149130616,0.005,0.7454827726
USP25,10,-0.264,0.941030385,-0.261,0.4815924535,0.326,0.352938987,0.231,0.2982724942
USP26,10,0.266,0.0784945905,0.735,0.009051012,0.098,0.6767661879,0.244,0.2142351419
USP28,10,0.415,0.0100883037,0.205,0.1979193028,-0.117,0.9999813664,-0.061,0.8746262138
